actuary_49_acc_1	재무보고를 위한 개념체계에 대한 설명으로 옳지 않은 것은?	특정 거래나 다른 사건에 적용할 회계기준이 없거나 회계기준에서 회계정책 선택이 허용되는 경우에 재무제표 작성자가 일관된 회계정책을 개발하는 데 도움을 준다. ||| 기업이 개념체계에 기반한 신뢰성 있는 단일의 회계언어를 사용하면 자본비용이 낮아지고 국제보고 비용이 절감된다. ||| 개념체계는 회계기준위원회가 관련 업무를 통해 축적한 경험을 토대로 수시로 개정될 수 있으므로 개념체계가 개정된다면 자동으로 회계기준이 개정된다. ||| 개념체계는 회계기준이 아니므로 개념체계의 어떠한 내용도 회계기준이나 회계기준의 요구사항에 우선하지 아니한다.
actuary_49_acc_23	㈜한국은 20x1년 초에 액면금액 ₩1,000,000의 신주인수권부사채를 액면발행하였다. 동 사채의 만기일은 20x3년 말이며, 액면이자는 매년 말 지급한다. 동 사채의 표시이자율은 연 4%, 일반사채 시장수익률은 연 8%이며, 상환기일에 액면금액으로 일시상환된다. 20x2년 초에 동 사채의 액면금액 60%에 해당하는 신주인수권이 행사되었으며, 신주인수권 보유자는 사채 액면금액 ₩10,000당 보통주 1주(액면금액 ₩5,000)를 ₩10,000에 인수할 수 있다. ㈜한국의 20x2년 초 신주인수권 행사로 증가하는 자본잉여금은? 단, 계산금액은 소수점 첫째자리에서 반올림한다.\n\n| 할인율 | 단일금액 1원의 현재가치 1기간 | 2기간 | 3기간 | 합계 |\n|---|---|---|---|---|\n| 4% | 0.9615 | 0.9246 | 0.8890 | 2.7751 |\n| 8% | 0.9259 | 0.8573 | 0.7938 | 2.5770 |	₩300,000 ||| ₩342,822 ||| ₩361,872 ||| ₩404,694
actuary_49_acc_24	다음은 ㈜한국의 20x1년도 확정급여제도 관련 자료이다. 퇴직금 지급과 사외적립자산 기여는 모두 연말에 이루어지며, 확정급여채무 계산시 적용한 할인율은 10%이다. ㈜한국의 20x1년 말 재무상태표에 표시될 확정급여채무는?\n\n- 기초 순확정급여부채: ₩3,000\n- 당기 중 사외적립자산 기여액: ₩15,000\n- 당기 중 퇴직금지급액: ₩8,500\n- 당기근무원가: ₩16,800\n- 기말 사외적립자산: ₩7,500(재무상태표 금액)\n- 당기 기타포괄이익: ₩1,100(포괄손익계산서 금액)	₩11,200 ||| ₩11,500 ||| ₩13,300 ||| ₩13,600
actuary_49_acc_25	㈜한국은 20x2년 3월 정기주주총회에서 설립 이후 최초로 배당(1주당 현금배당 ₩300과 0.2주의 주식배당)을 결의하였다. ㈜한국은 20x1년과 20x2년에 각각 ₩45,000과 ₩62,000의 당기순이익을 기록하였으며, 20x1년 말과 20x2년 말의 자본내역은 다음과 같다. ㈜한국의 20x2년 말 미처분이익잉여금은? 단, 단주는 발생하지 않으며 이익준비금은 법에서 정한 최소금액을 적립하는 것으로 가정한다.\n\n| 구분 | 20x1년 말 | 20x2년 말 |\n|---|---|---|\n| 보통주자본금(주당 액면 ₩5,000) | ₩100,000 | ₩120,000 |\n| 미처분이익잉여금 | ₩87,000 | ? |	₩60,400 ||| ₩122,400 ||| ₩123,000 ||| ₩142,400
actuary_49_acc_26	㈜한국의 20x1년 초 유통보통주식수는 9,000주이며, 20x1년 4월 1일에는 유상증자(1,000주)를, 10월 1일에는 무상증자(1,000주)를 실시하였다. 20x1년 당기순이익은 ₩2,000,000, 우선주배당금이 ₩500,000일 때, ㈜한국의 20x1년 보통주 주당이익은? 단, 주당이익은 소수점 첫째자리에서 반올림한다.	₩126 ||| ₩136 ||| ₩138 ||| ₩140
actuary_49_acc_27	㈜한국은 20x1년 초에 리스기간 5년, 연간 고정리스료 ₩100,000(매년 말 지급)의 리스계약을 체결하고 기계장치(내용연수 10년)를 리스하였다. 리스기간 종료 시 ㈜한국은 ₩300,000에 기계장치를 매수할 수 있는 선택권이 있으며 선택권 행사는 거의 확실하다. 리스 제공자의 내재이자율은 알 수 없으나 ㈜한국의 증분차입이자율은 10%이며, 5기간 10% 단일금액의 현가계수는 0.621, 연금의 현가계수는 3.791이다. ㈜한국이 사용권자산(기계장치)을 정액법(잔존가치는 없음)으로 감가상각할 때, ㈜한국이 20x1년에 인식할 사용권자산의 감가상각비는?	₩37,910 ||| ₩56,540 ||| ₩75,820 ||| ₩113,080
actuary_49_acc_28	㈜한국은 20x1년 초에 트럭(내용연수 4년, 잔존가치 ₩8,000,000)을 ₩88,000,000에 구입하였다. 2년간 연수합계법으로 상각해오다가 20x3년 초에 트럭의 내용연수를 4년에서 5년으로 변경하고, 잔존가치도 변경하였다. ㈜한국이 20x3년에 트럭에 대한 감가상각비로 인식한 금액이 ₩14,000,000일 경우 트럭의 변경된 잔존가치는 얼마인가?	₩4,000,000 ||| ₩8,000,000 ||| ₩10,000,000 ||| ₩18,000,000
actuary_49_acc_29	현금흐름표의 내용에 대한 설명으로 옳지 않은 것은?	단기매매목적으로 보유하는 유가증권의 취득과 판매에 따른 현금흐름은 영업활동으로 분류한다. ||| 현금흐름정보는 동일한 거래와 사건에 대하여 서로 다른 회계처리를 적용함에 따라 발생하는 영향을 제거하기 때문에 영업성과에 대한 기업 간의 비교가능성을 제고한다. ||| 지배력을 상실하지 않는 종속기업에 대한 소유지분의 변동으로 발생한 현금흐름은 투자활동 현금흐름으로 분류한다. ||| 회계기간 동안 지급한 이자금액은 당기손익의 비용항목으로 인식하는지 또는 자본화하는지에 관계없이 현금흐름표에는 총지급액을 공시한다.
actuary_49_acc_30	㈜한국의 20x1년 재무자료가 다음과 같은 경우, 20x1년도 재고자산회전율은? 단, ㈜한국의 유동자산은 당좌자산과 재고자산만으로 구성되어 있다.\n\n- 20x1년 말 유동비율: 250%\n- 20x1년 말 당좌비율: 160%\n- 20x1년 말 유동부채: ₩3,400,000\n- 20x1년 초 재고자산: ₩2,140,000\n- 20x1년 매출원가: ₩18,200,000	6회 ||| 7회 ||| 7.5회 ||| 8회
actuary_49_acc_31	다음은 ㈜한국의 20x1년 원가자료이다. 기초와 기말에 재공품이 없을 경우 20x1년도 매출원가를 계산하면 얼마인가?\n\n- 직접재료재고의 증가: ₩35,000\n- 제품재고의 감소: ₩55,000\n- 직접재료 매입액: ₩620,000\n- 매입 운임: ₩25,000\n- 직접노무원가: ₩500,000\n- 제조간접원가: ₩300,000	₩1,355,000 ||| ₩1,405,000 ||| ₩1,425,000 ||| ₩1,465,000
actuary_49_acc_32	㈜한국은 정상개별원가계산을 사용하고, 직접노무원가를 기준으로 제조간접원가를 예정배부하고 있다. 예정배부율은 직접노무원가의 50%이며, 제조간접원가 배부차이는 매출원가에서 전액 조정한다. 당기에 실제 발생한 직접재료원가는 ₩35,000이며, 직접노무원가는 ₩24,000이다. 기초재공품은 ₩6,800이며, 기말재공품에는 직접재료원가 ₩2,200과 제조간접원가 예정배부액 ₩2,400이 포함되어 있다. 또한 기초제품과 기말제품은 각각 ₩6,000, ₩9,000이다. 제조간접원가 배부차이를 조정한 매출원가가 ₩62,000일 경우 당기에 제조간접원가 과소(과대)배부액은 얼마인가?	₩3,400 과소배부 ||| ₩3,400 과대배부 ||| ₩9,400 과소배부 ||| ₩9,400 과대배부
actuary_49_acc_33	㈜한국은 종합원가계산을 사용하고 있다. 원재료는 공정의 초기에 전량 투입되며, 가공원가는 공정 전체에 걸쳐 균등하게 발생한다. 평균법과 선입선출법에 의한 가공원가의 완성품환산량은 각각 95,000단위와 80,000단위이다. 기초재공품의 가공원가 완성도가 40%일 때, 기초재공품 수량은 몇 단위인가?	30,000 단위 ||| 35,000 단위 ||| 37,500 단위 ||| 40,000 단위
actuary_49_acc_34	㈜한국은 결합생산공정으로부터 주산품 A, B와 부산물 C를 생산하며, 결합원가는 순실현가치를 기준으로 연산품에 배부한다. 당기에 발생한 결합원가는 ₩200,000이며, 주산품 A, B 및 부산물 C의 분리점에서 순실현가치의 상대적 비율은 6:4:2이었다. 주산품 B에 배부된 결합원가가 ₩60,000일 경우 부산물 C의 순실현가치는 얼마인가? 단, 부산물의 회계처리는 생산시점에 순실현가치로 인식한다.	₩20,000 ||| ₩30,000 ||| ₩40,000 ||| ₩50,000
actuary_49_acc_35	전부원가계산과 변동원가계산 및 초변동원가계산에 대한 설명으로 옳은 것은?	변동원가계산은 전부원가계산보다 손익분기점분석에 더 적합하다. ||| 전부원가계산에 의해 매출원가가 표시되는 손익계산서는 성격별 포괄손익계산서라고 한다. ||| 원가계산과 관련된 표준은 변동원가계산에는 사용될 수 없고 전부원가계산에서만 사용된다. ||| 초변동원가계산은 직접재료원가와 직접노무원가만 재고가능원가로 처리한다.
