actuary_47_econ_1	두 재화 $X, Y$만을 소비하는 갑은 주어진 소득을 모두 사용하여 $X$재와 $Y$재 조합 $(X, Y)=(4,3)$을 소비할 수도 있고, $(X, Y)=(1,9)$를 소비할 수도 있다. 갑의 예산선으로 옳은 것은?	$X + Y = 7$ ||| $X + Y = 10$ ||| $\frac{1}{2}X + Y = 5$ ||| $2X + Y = 11$
actuary_47_econ_12	생산요소 $L, K$를 이용한 기업 $A$의 생산함수는 $Q = (\min\{L, 3K\})^{1/2}$이다. $L, K$의 가격이 각각 1일 때, 기업 $A$가 $Q$를 생산하는 최소비용은?	$\frac{3}{4}Q^{1/2}$ ||| $\frac{3}{4}Q^2$ ||| $\frac{4}{3}Q^{1/2}$ ||| $\frac{4}{3}Q^2$
actuary_47_econ_13	제품 $A$를 생산하는 완전경쟁시장에서 서로 다른 생산기술 $S, T$에 대한 비용함수는 아래와 같다.\n\n$C_S(Q) = 1{,}000 + 600Q - 40Q^2 + Q^3$\n$C_T(Q) = 200 + 145Q - 10Q^2 + Q^3$\n\n제품 $A$의 가격이 190일 때, 단기에서 생산기술 $S, T$를 사용하여 이윤을 극대화하는 기업에 관한 설명으로 옳은 것은? (단, $Q$는 제품 $A$의 생산량이다.)	$S$기술을 사용하는 기업과 $T$기술을 사용하는 기업이 모두 생산한다. ||| $S$기술을 사용하는 기업은 생산하고, $T$기술을 사용하는 기업은 조업 중단한다. ||| $S$기술을 사용하는 기업은 조업 중단하고, $T$기술을 사용하는 기업은 생산한다. ||| $S$기술을 사용하는 기업과 $T$기술을 사용하는 기업이 모두 조업 중단한다.
actuary_47_econ_14	완전경쟁시장에서 기업 $A$는 생산요소 $L$만을 투입하여 $X$재를 생산, 공급하고 있다. 생산요소 가격은 수량할인이 적용되어 $\frac{25}{L} + 4$이다. $X$재 가격이 1이고, 기업의 생산함수가 $Q_X = 60L - L^2$일 때, 이윤을 극대화하는 생산요소 투입량은?	0 ||| 28 ||| 42 ||| 56
actuary_47_econ_15	이윤을 극대화하는 독점기업 $A$가 직면하는 수요곡선은 $Q = 100 - 3P$이다. 이 기업의 한계비용은 단위당 20인데, 정부가 단위당 10의 종량세를 부과할 때, 종량세 부과 이전과 비교하여 이 기업의 선택으로 옳은 것은? (단, $Q$는 수요량, $P$는 가격이다.)	생산량은 15 줄이고, 가격은 5 인상한다. ||| 생산량은 20 줄이고, 가격은 5 인상한다. ||| 생산량은 15 줄이고, 가격은 10 인상한다. ||| 생산량은 20 줄이고, 가격은 10 인상한다.
actuary_47_econ_16	복점시장에서 기업 $A, B$의 비용함수는 각각 $C_A(Q_A) = 2Q_A + 500$, $C_B(Q_B) = 2Q_B + 400$이다. 이 시장의 수요곡선이 우하향하는 직선이고, 꾸르노 균형(Cournot equilibrium)에서 기업 $A, B$의 생산량이 양(+)일 때, 이에 관한 설명으로 옳은 것은? (단, $Q_A$는 기업 $A$의 생산량, $Q_B$는 기업 $B$의 생산량이다.)	고정비용이 높은 기업 $A$가 더 많이 생산한다. ||| 고정비용이 낮은 기업 $B$가 더 많이 생산한다. ||| 두 기업 $A, B$의 생산량은 동일하다. ||| 두 기업 $A, B$의 생산량의 합은 두 기업이 담합하는 경우보다 적다.
actuary_47_econ_17	노동 수요곡선 자체를 이동시키는 요인으로 옳지 않은 것은?	임금 ||| 노동의 한계생산 ||| 기술 진보 ||| 다른 생산요소 가격의 변화
actuary_47_econ_18	아래 표는 통신 시장을 양분하고 있는 기업 $A, B$의 보수 행렬이다. 통신 요금을 인하, 유지, 인상하는 전략을 기업 $A, B$가 동시에 선택하는 일회성 비협조 게임의 순수전략 내쉬균형(Nash equilibrium in pure strategies)은? (단, 괄호 안의 왼쪽은 기업 $A$의 보수, 오른쪽은 기업 $B$의 보수이다.)\n\n|  | 기업 $B$ 인하 | 기업 $B$ 유지 | 기업 $B$ 인상 |\n|---|---|---|---|\n| 기업 $A$ 인하 | $(-20, -20)$ | $(-40, 0)$ | $(-40, 0)$ |\n| 기업 $A$ 유지 | $(0, -40)$ | $(5, 5)$ | $(10, 0)$ |\n| 기업 $A$ 인상 | $(0, -40)$ | $(0, 10)$ | $(30, 30)$ |	(인하, 인하), (유지, 유지) ||| (유지, 유지), (인상, 인상) ||| (인하, 인하), (유지, 유지), (인상, 인상) ||| 순수전략 내쉬균형이 존재하지 않는다.
actuary_47_econ_19	갑은 하루에 4시간의 노동으로 두 재화 $X, Y$를 생산하여 소비하고 있다. 갑은 $X$재를 시간당 2개 또는 $Y$재를 시간당 3개 생산하며, 생산한 두 재화 $X, Y$의 소비로부터 얻는 갑의 효용은 $U(X, Y) = XY$이다. 갑의 효용을 극대화할 때, $X$재 생산(소비)량은?	1 ||| 2 ||| 4 ||| 6
actuary_47_econ_20	인접한 두 편의점 $X, Y$는 광고를 통해 고객의 관심을 끌고 있다. 편의점 $X, Y$의 이윤함수는 각각 $\pi_X = (45 + y)x - 2x^2$, $\pi_Y = (75 + x)y - 2y^2$이다. 이윤을 극대화하는 편의점 $X, Y$가 내쉬균형에서처럼 독립적으로 광고비를 결정한다면, 이에 관한 설명으로 옳은 것은? (단, $x, y$는 각각 편의점 $X, Y$의 광고비이다.)	편의점 $X$의 광고비는 편의점 $Y$보다 크다. ||| 편의점 $X$와 편의점 $Y$의 광고비는 같다. ||| 편의점 $X$의 광고비는 편의점 $Y$보다 작다. ||| 편의점 $X$의 광고비는 편의점 $Y$의 이윤에 부정적 외부효과를 주고 있다.
actuary_47_econ_21	다음 사례 중 경제활동참가율과 실업률을 동시에 높이는 것은?	직장이 없고 구직활동을 하지 않던 사람이 새로 구직활동을 시작하였다. ||| 취업자였던 사람이 실직한 후 더 이상 구직활동을 하지 않고 있다. ||| 취업자였던 사람이 실직한 후 구직활동을 시작하였다. ||| 구직활동을 하던 사람이 구직을 단념하고 구직활동을 하지 않고 있다.
actuary_47_econ_22	물가지수에 관한 설명으로 옳지 않은 것은?	GDP 디플레이터는 매년 재화 구성이 바뀌지만, 소비자물가지수는 일정 기간 재화 구성이 고정되어 있다. ||| 수입 소비재의 가격 변화는 GDP 디플레이터에 직접 영향을 미치지 않지만, 소비자물가지수에는 직접 영향을 미친다. ||| 근원물가지수에는 소비자물가를 구성하는 재화 중에서 단기 변동성이 큰 식료품 및 에너지를 제외한 지수가 있다. ||| GDP 디플레이터가 상승하였다면 실질 GDP 증가율이 GDP 디플레이터 상승률보다 낮다.
actuary_47_econ_23	$A$국 경제가 아래와 같은 국민소득계정 구성항목을 가질 때, 국민저축률은?\n\n소비 1,000\n민간고정투자 180\n민간재고투자 20\n정부투자지출 50\n정부소비지출 150\n이전지출 50\n조세수입 100\n수출 500\n수입 400	15% ||| 20% ||| 25% ||| 40%
actuary_47_econ_24	통화승수에 관한 설명으로 옳은 것을 모두 고르면?\n\nㄱ. 민간보유현금/요구불예금 비율이 상승하면 통화승수가 작아진다.\nㄴ. 재할인 대출이 증가하면 통화승수가 작아진다.\nㄷ. 요구불예금에 대한 지급준비율보다 저축성예금에 대한 지급준비율이 낮을 때, 저축성예금/요구불예금 비율이 높아지면 M2 통화승수가 커진다.\nㄹ. 공개시장매입은 통화승수를 커지게 한다.	ㄱ, ㄴ ||| ㄱ, ㄷ ||| ㄴ, ㄹ ||| ㄴ, ㄷ, ㄹ
actuary_47_econ_25	아래와 같이 총공급($\overline{Y}$)이 고정되어 있는 경제에서 정책의 효과에 관한 설명으로 옳지 않은 것은? (단, $C, T, r, I, G, NX$는 각각 소비, 조세, 이자율, 투자, 정부지출, 순수출이다.)\n\n$\overline{Y} = 1{,}000$\n$C = 100 + 0.8(\overline{Y} - T) - 3{,}000r$\n$I = 300 - 2{,}000r$\n$G = 210$\n$T = 200$\n$NX = 0$	정부지출의 증가는 이자율을 상승시킨다. ||| 정부지출의 증가는 소비를 감소시킨다. ||| 정부지출의 증가는 완전히 구축된다. ||| 정부지출을 $x$만큼 증가시키는 정책의 이자율 상승폭과 조세를 $x$만큼 감면하는 정책의 이자율 상승폭은 같다.
actuary_47_econ_26	2022년 4월 15일에 액면가 1,000만 원, 이표금리 5%인 3년 만기 국채 $A$가 액면가에 발행되었다. 2024년 4월 15일에 국채 $A$의 이표이자를 지급받은 후 이를 매도할 때, 당일 이표금리 3%인 1년 만기 국채 $B$가 액면가로 신규 발행된다면, 국채 $A$의 가격은? (단, 소수점 둘째 자리에서 반올림하여 첫째 자리로 계산한다.)	1,050.0만 원 ||| 1,029.4만 원 ||| 1,019.4만 원 ||| 1,002.0만 원
actuary_47_econ_27	투자에 관한 설명으로 옳지 않은 것은?	총수요가 증가할 때 투자가 증가하면 독립지출의 승수효과가 커진다. ||| 자본재 대체비용 대비 주식의 시장가치가 증가하면 토빈의 $q$가 상승하여 투자가 증가한다. ||| 연말 재고는 연초 재고와 관계 없이 국민소득계정의 투자 항목으로 계상된다. ||| 기술 진보는 자본의 한계생산을 증가시켜 투자수요를 증가시킨다.
actuary_47_econ_28	아래와 같은 국민소득 결정모형에서 정부지출승수는? (단, $Y, C, I, G, EX, IM, T$는 각각 소득, 소비, 투자, 정부지출, 수출, 수입, 조세이다.)\n\n$Y = C + I + G + EX - IM$\n$C = 500 + 0.5(Y - T)$\n$I = 100 + 0.4Y$\n$G = 200$\n$T = 0.2Y$\n$EX = 400$\n$IM = 0.2Y$	2.5 ||| 4 ||| 4.5 ||| 5
actuary_47_econ_29	요구불예금에 대한 법정지급준비비율이 8%, 초과지급준비금이 5조 원이고, 요구불예금/민간보유현금 비율은 5이다. 민간보유현금이 50조 원일 때, M1 통화승수는?	2.5 ||| 4 ||| 5 ||| 5.5
actuary_47_econ_30	IS-LM모형을 이용하여 경제정책의 효과를 비교한 설명으로 옳은 것을 모두 고르면? (단, IS곡선은 우하향, LM곡선은 우상향한다.)\n\nㄱ. 투자가 이자율에 탄력적으로 반응할수록 확장적 통화정책의 총수요 증가 효과가 커진다.\nㄴ. 투자가 이자율에 탄력적으로 반응할수록 확장적 재정정책의 총수요 증가 효과가 커진다.\nㄷ. 화폐수요가 이자율에 탄력적으로 반응할수록 확장적 재정정책의 총수요 증가효과가 커진다.\nㄹ. 화폐수요가 이자율에 탄력적으로 반응할수록 확장적 통화정책의 총수요 증가효과가 커진다.	ㄱ, ㄷ ||| ㄱ, ㄹ ||| ㄴ, ㄷ ||| ㄴ, ㄹ
actuary_47_econ_31	아래와 같이 거시경제균형이 결정되는 모형에 관한 설명으로 옳지 않은 것은? (단, $\hat{y}, \pi, \pi^e, r, r^*, \theta$ 및 $\pi^T$는 각각 총생산갭, 인플레이션율, 기대인플레이션율, 실질이자율, 장기균형 실질이자율, 지출충격, 목표 인플레이션율이며, $\alpha, \beta, \lambda$는 양(+)의 상수이다.)\n\n단기총공급곡선: $\hat{y} = \alpha(\pi - \pi^e)$\nIS곡선: $\hat{y} = -\beta(r - r^*) + \theta$\n중앙은행 금리준칙: $r = r^* + \lambda(\pi - \pi^T)$	고정된 기대인플레이션율에서 목표인플레이션율을 높이는 정책은 총생산갭을 증가시킨다. ||| 고정된 기대인플레이션율에서 목표인플레이션율을 높이는 정책은 인플레이션율을 상승시킨다. ||| 통화정책의 신뢰성이 높아 기대인플레이션율이 목표 인플레이션율과 같다면 디스인플레이션 정책의 경기침체 효과는 없다. ||| 고정된 기대인플레이션율에서 양(+)의 지출충격은 인플레이션율을 하락시킨다.
actuary_47_econ_32	자본이동이 완전히 자유롭고 변동환율제를 채택하고 있는 소규모 개방경제모형인 먼델-플레밍(Mundell-Fleming) 모형에서 옳은 것을 모두 고르면?\n\nㄱ. 정부지출이 증가하면 국내 통화가치가 상승한다.\nㄴ. 정부지출이 증가하면 순수출이 감소한다.\nㄷ. 통화량이 증가하면 국내 통화가치가 상승한다.\nㄹ. 통화량이 증가하면 순수출이 감소한다.	ㄱ, ㄴ ||| ㄷ, ㄹ ||| ㄱ, ㄴ, ㄹ ||| ㄴ, ㄷ, ㄹ
actuary_47_econ_33	아래와 같은 솔로우 경제성장모형을 따르는 경제가 현재 균제상태(steady state)에 있을 때, 이에 관한 설명으로 옳은 것은? (단, $y_t, A, k_t, s, d$는 각각 $t$기의 노동투입 단위당 총생산, 총요소생산성, $t$기의 노동투입 단위당 자본, 저축률, 감가상각률이며, 노동투입의 증가율은 0이다.)\n\n$y_t = A k_t^{0.5}$\n$s = 0.4, d = 0.1, A = 1$	노동투입 단위당 자본량은 4이다. ||| 이자율은 5%이다. ||| 저축률을 0.5로 높이면 새롭게 달성되는 균제상태의 노동투입 단위당 자본은 현재보다 감소한다. ||| 저축률을 0.5로 높이면 새롭게 달성되는 균제상태의 노동투입 단위당 소비는 현재보다 증가한다.
actuary_47_econ_34	화폐수량설, 이자율평가설, 구매력평가설, 피셔효과가 성립하는 두 국가 $A, B$의 주요 경제지표가 아래와 같을 때, $B$국의 실질이자율이 2%이면 $A$국의 명목이자율은?\n\n| | $A$국 | $B$국 |\n|---|---|---|\n| 통화증가율 | 10% | 8% |\n| 경제성장률 | 5% | 4% |	5% ||| 6% ||| 7% ||| 8%
actuary_47_econ_35	수익률곡선에 관한 설명으로 옳은 것은?	기대이론에서는 장기금리 변동성이 단기금리 변동성보다 크다. ||| 유동성선호이론에서는 수익률곡선이 항상 우상향한다. ||| 기대이론에서는 수익률곡선의 기울기가 우상향할 경우 미래에 단기금리가 하락할 것으로 예상된다. ||| 유동성선호이론에서는 단기금리가 경기순응적이면, 수익률곡선이 우하향할 경우 미래에 경기침체가 예상된다.
actuary_47_econ_36	다음 중 경상수지와 자본수지의 합으로 정의된 국제수지의 흑자 요인이 될 수 있는 사례는?	국내 거주자의 해외 상품 구입 ||| 국내 은행의 해외 차입에 대한 이자 지출 ||| 해외은행으로부터 국내 기업의 차입 ||| 국내 은행이 보유한 달러를 유로화로 환전
actuary_47_econ_37	국가경제의 총생산함수가 다음과 같이 주어져 있다.\n\n$Y_t = z_t K_t^{0.2} (h_t L_t)^{0.8}$\n\n생산 증가율은 3%, 자본투입 증가율은 1%, 인적자본 증가율은 1%, 노동투입 증가율은 -0.5%일 때 총요소생산성 증가율은? (단, $Y_t, z_t, K_t, h_t, L_t$는 각각 $t$기의 생산, 총요소생산성, 자본투입, 인적자본, 노동투입이다.)	2.4% ||| 2.8% ||| 3.2% ||| 3.6%
actuary_47_econ_38	유동성함정에 관한 설명으로 옳은 것은?	LM 곡선은 수직이 된다. ||| 실질금리는 음(-)이 될 수 없다. ||| 채권에 대한 수요가 무한대가 된다. ||| 실질잔고 효과가 없다면 확장적 통화정책의 생산 증가 효과가 없다.
actuary_47_econ_39	합리적 기대 가설에 관한 설명으로 옳은 것은?	현재 시점에서 미래에 대한 정보를 사용하지 않는다. ||| 체계적 오차를 일으키지 않아 완전 예견이 가능하다. ||| 효율적 시장가설의 기초가 된다. ||| 예측 가능한 통화정책이 효과를 가진다는 주장의 근거가 된다.
actuary_47_econ_40	현재 취업자가 다음 기에 실업자가 될 확률은 0.05, 현재 실업자가 다음 기에 취업자가 될 확률은 0.75, 경제활동인구는 10,000명일 때, 장기균형 취업자 수는? (단, 경제활동인구와 비경제활동인구 사이의 이동은 없다.)	9,300명 ||| 9,325명 ||| 9,350명 ||| 9,375명
