actuary_46_econ_1	두 재화 $X, Y$만을 소비하는 갑의 소득은 90이고, $X$재의 단위 당 가격은 6이다. 갑이 소득을 모두 사용해 $X$재 9단위와 $Y$재 4단위를 소비할 때, 갑의 예산제약식으로 옳은 것은?	$2X + 3Y = 30$ ||| $6X + 11Y = 90$ ||| $6X + 13Y = 92$ ||| $8X + 9Y = 90$
actuary_46_econ_12	완전경쟁시장에서 이윤 극대화를 추구하는 기업 A의 생산함수는 $Q = 8L^{0.5}$이다. 생산물의 가격은 24, 생산요소의 가격은 8일 때, 기업 A의 생산요소수요는? (단, $Q$는 생산량, $L$은 생산요소이다.)	110 ||| 128 ||| 144 ||| 156
actuary_46_econ_13	독점 기업 A의 비용 함수는 $C(Q) = 100 + 10Q$이고, 수요곡선은 $Q_d = 10{,}000 - 100P$이다. 정부는 독점 기업의 이윤에 대해 50% 세율을 부과할 때, 이윤 극대화를 추구하는 기업 A의 선택으로 옳은 것은? (단, $Q$는 생산량, $Q_d$는 수요량, $P$는 가격이다.)	생산량을 50% 감축한다. ||| 생산물 가격을 50% 인상한다. ||| 생산물 가격을 50% 인하한다. ||| 생산물 가격이나 생산량에 변화가 없다.
actuary_46_econ_14	독점 기업 A의 한계비용은 2로 일정하며, 고정비용은 없다. 분리된 두 지역 1, 2의 수요함수는 각각 $Q_1 = 7{,}000 - 700P_1$, $Q_2 = 1{,}200 - 200P_2$이다. 지역 1, 2에 각각 서로 다른 가격 $P_1$과 $P_2$를 설정하여 이윤을 극대화할 때, 이에 대한 설명으로 옳은 것은?	$P_1$은 $P_2$보다 2 낮다. ||| $P_1$은 $P_2$보다 4 낮다. ||| $P_1$은 $P_2$보다 2 높다. ||| $P_1$은 $P_2$보다 4 높다.
actuary_46_econ_15	아래 자료에 대한 설명으로 옳은 것은?\n\n갑과 을은 주말에 함께 축구나 야구 관람을 논의 중이다. 갑은 축구보다 야구를, 을은 야구보다 축구를 좋아한다. 스포츠 관람으로부터 얻는 갑과 을의 보수는 다음과 같다.\n- 갑과 을이 함께 야구를 보면, 갑과 을의 보수가 각각 3과 2이다.\n- 갑과 을이 함께 축구를 보면, 갑과 을의 보수가 각각 2와 3이다.\n- 갑과 을이 함께 축구나 야구를 보러 가지 못하게 되면, 갑과 을의 보수는 모두 0이다.	우월전략균형(dominant strategy equilibrium)이 하나만 존재한다. ||| 순수전략 내쉬균형(Nash equilibrium in pure strategies)이 존재하지 않는다. ||| 순수전략 내쉬균형(Nash equilibrium in pure strategies)이 하나만 존재한다. ||| 순수전략 내쉬균형(Nash equilibrium in pure strategies)이 두 개 존재한다.
actuary_46_econ_16	$X$재 시장의 역수요함수는 $P = 20 - Q$이다. $X$재 생산기술은 규모수익불변이며, 단위당 비용은 8이다. $X$재 시장의 기업이 이윤극대화를 추구할 때, $X$재 시장에 대한 설명으로 옳지 않은 것은? (단, $P$는 가격, $Q$는 수요량이다.)	스타켈버그 모형의 복점이면, 추종 기업(Stackelberg follower) 생산량은 4이다. ||| 스타켈버그 모형의 복점이면, 선도 기업(Stackelberg leader) 생산량은 6이다. ||| 버트란드(Bertrand) 모형의 복점이면, 한 기업의 생산량은 6이다. ||| 독점이면, 생산량은 6이다.
actuary_46_econ_17	복점 시장에서 기업 A와 B의 비용 함수는 각각 $C_A(Q_A) = 3Q_A + 500$, $C_B(Q_B) = 3Q_B + 200$이다. 복점 시장의 수요 곡선은 우하향하는 직선이며, 두 기업의 생산량은 모두 양(+)인 꾸르노 균형 상태에 있다. 이에 대한 설명으로 옳은 것은? (단, $Q_A$, $Q_B$는 각각 기업 A와 B의 생산량이다.)	두 기업의 생산량은 같다. ||| 고정비용이 큰 기업이 더 많이 생산한다. ||| 고정비용이 작은 기업이 더 많이 생산한다. ||| 복점 시장의 공급량은 두 기업이 담합하는 경우의 공급량보다 작다.
actuary_46_econ_18	기업 A의 장기총비용곡선은 $LTC(Q) = Q^3 - 12Q^2 + 20Q$이다. 규모의 경제가 나타나는 생산량 $Q$의 범위는? (단, $LTC$는 장기총비용, $Q$는 생산량이다.)	$0 < Q \le 3$ ||| $0 < Q \le 4$ ||| $0 < Q \le 5$ ||| $0 < Q \le 6$
actuary_46_econ_19	완전경쟁시장의 단기 균형조건으로 옳은 것은?	가격 = 한계비용 ||| 한계수입 = 평균비용 ||| 한계비용 = 평균비용 ||| 한계비용 = 평균고정비용
actuary_46_econ_20	2기간 소비선택 모형에서 차입이 가능한 소비자 갑의 효용함수는 $U = C_1 C_2$이다. 1기의 소득($Y_1$)은 100, 2기의 소득($Y_2$)은 220, 시장이자율은 10%이다. 효용 극대화를 추구하는 갑의 소비에 대한 설명으로 <보기>에서 옳은 것을 모두 고른 것은? (단, $C_1$은 1기의 소비, $C_2$는 2기의 소비이다.)\n\n<보기>\nㄱ. 두 기간 한계대체율이 1.1일 때 효용이 극대화된다.\nㄴ. $C_1$이 $Y_1$보다 크게 되어 갑은 차입한다.\nㄷ. 효용이 극대화될 때 $C_2$는 165이다.\nㄹ. 시장이자율이 20%로 상승하면 대체효과로 인해 이자율이 10%일 때 비해 $C_1$이 커진다.	ㄱ, ㄴ ||| ㄴ, ㄷ ||| ㄱ, ㄴ, ㄷ ||| ㄱ, ㄴ, ㄹ
actuary_46_econ_21	아래 표는 A국과 B국의 노동자 1인당 1일 평균 생산량이다. 비교우위론에 따를 때 A, B 양국이 교역을 통하여 모두 이익을 얻을 수 있는 교역조건에 해당하는 것은?\n\n|  | X재 | Y재 |\n|---|---|---|\n| A국 | 8 | 10 |\n| B국 | 1 | 4 |	A국의 X재 1단위 : B국의 Y재 1단위 ||| A국의 Y재 1단위 : B국의 X재 0.5단위 ||| B국의 X재 1단위 : A국의 Y재 2단위 ||| B국의 Y재 1단위 : A국의 X재 0.3단위
actuary_46_econ_22	아래와 같은 폐쇄경제에서 국민소득 균형식에 따른 민간소비와 투자는?\n\n- $C = 240 + 0.75(Y - T) - 10r$\n- $I = 1{,}000 - 20r$\n- $Y = 5{,}000$\n- $G = T = 1{,}000$\n- $Y = C + I + G$\n\n(단, $Y$는 소득, $G$는 정부지출, $T$는 조세, $C$는 민간소비, $I$는 투자, $r$은 이자율이다.)	민간소비 2,160 / 투자 840 ||| 민간소비 2,160 / 투자 640 ||| 민간소비 3,160 / 투자 840 ||| 민간소비 3,160 / 투자 640
actuary_46_econ_23	아래는 A은행의 재무상태표이다. 법정지급준비율이 8%라면 A은행이 보유하고 있는 초과 지급준비금은?\n\n| 자산 |  | 부채 |  |\n|---|---|---|---|\n| 지급준비금 | 1,000만 원 | 요구불 예금 | 5,000만 원 |\n| 대출 | 4,000만 원 |  |  |	600만 원 ||| 700만 원 ||| 800만 원 ||| 950만 원
actuary_46_econ_24	아래와 같은 개방경제에서 내부시장이 균형일 때 이자율 수준은?\n\n- $S_D = 1{,}200 + 1{,}000r$\n- $I = 1{,}600 - 500r$\n- $K_I = -400 + 2{,}500r$\n\n(단, $S_D$는 국내저축, $I$는 투자, $K_I$는 순자본유입, $r$은 이자율이다.)	15% ||| 20% ||| 25% ||| 30%
actuary_46_econ_25	잔여 생애가 60년인 갑은 앞으로 은퇴까지 40년간 매년 5,000만 원의 소득을 얻을 것으로 예상하고 있다. 현재 갑이 보유하고 있는 자산은 없으며 5억 원의 부채를 지고 있다. 갑의 소비가 생애주기가설을 따를 때 갑이 은퇴하는 시점에서 순자산(자산-부채)은? (단, 이자율은 항상 0이고, 갑이 사망하는 시점에서 순자산은 0이다.)	4억 원 ||| 5억 원 ||| 6억 원 ||| 7억 원
actuary_46_econ_26	인플레이션에 대한 설명으로 옳지 않은 것은?	인플레이션율이 정확히 예상되는 경우에도 구두창 비용은 발생한다. ||| 프리드먼(M. Friedman)에 따르면 인플레이션은 언제나 화폐적 현상이다. ||| 비용 인상 인플레이션은 총수요관리를 통한 단기 경기 안정화 정책을 쉽게 만든다. ||| 예상하지 못한 인플레이션은 고정이자를 지급받는 채권 소유자를 불리하게 만든다.
actuary_46_econ_27	시장이자율이 연 4%에서 연 3%로 하락하는 경우, 매년 120만 원씩 영원히 지급받을 수 있는 채권의 현재가치의 변화는?	960만 원 증가 ||| 1,000만 원 증가 ||| 1,200만 원 증가 ||| 1,440만 원 증가
actuary_46_econ_28	2001년에 공무원이 된 갑의 2023년 연봉은 5,000만 원이다. 갑의 2023년 연봉을 2001년 기준으로 환산하면? (단, 2001년 물가지수는 40이고, 2023년 물가지수는 160이다.)	1,000만 원 ||| 1,250만 원 ||| 1,500만 원 ||| 1,800만 원
actuary_46_econ_29	한국과 미국 간의 현물시장 환율이 1달러당 1,000원이고, 180일 만기 선물시장 환율이 1달러당 1,200원일 때, 한국과 미국의 금융시장에 관한 설명으로 옳은 것은?	양 국가의 무위험 이자율에는 차이가 없다. ||| 한국의 물가수준이 미국의 물가수준보다 높다. ||| 한국의 무위험 이자율이 미국의 무위험 이자율보다 높다. ||| 미국의 무위험 이자율이 한국의 무위험 이자율보다 높다.
actuary_46_econ_30	A국의 수입액이 수출액을 초과할 때 발생하는 현상이 아닌 것은?	순자본유출 > 0 ||| GDP < (소비 + 투자 + 정부구입) ||| 국내투자 > 국내저축 ||| 순수출 < 0
actuary_46_econ_31	아래는 $X$재와 $Y$재만 생산하는 A국의 거시경제 자료이다. 2020년 GDP 디플레이터의 값은? (단, 기준연도는 2018년이다.)\n\n| 연도 | $X$재 가격 | $X$재 생산량 | $Y$재 가격 | $Y$재 생산량 |\n|---|---|---|---|---|\n| 2018 | 2 | 100 | 1 | 100 |\n| 2019 | 2 | 120 | 2 | 150 |\n| 2020 | 3 | 150 | 3 | 200 |\n| 2021 | 4 | 180 | 3 | 220 |	210 ||| 220 ||| 230 ||| 240
actuary_46_econ_32	소비자물가지수의 문제점에 대한 설명으로 옳지 않은 것은?	상품간 대체성을 무시한다. ||| 실제보다 물가 변화를 과소평가할 수 있다. ||| 상품의 질적 향상을 무시한다. ||| 상품 구입 장소간 대체성을 무시한다.
actuary_46_econ_33	모든 시장이 완전경쟁적인 A국의 총생산함수는 $Y = A L^{0.7} K^{0.3}$일 때, 이 경제에 대한 설명으로 옳은 것은? (단, $Y$는 총생산량, $A$는 총요소생산성, $L$은 노동투입량, $K$는 자본투입량이고, $A > 0$, 생산물 가격은 1이다.)	총생산량이 200일 때 자본에 귀속되는 자본소득은 140이다. ||| $A$는 일정하고 노동투입량이 3% 증가하고 자본투입량이 5% 증가하면, 총생산량은 3% 증가한다. ||| $A = 10$이고 노동과 자본 투입량이 각각 2% 증가할 때 총생산량은 2% 증가한다. ||| 이 경제는 규모수익체증 현상을 나타낸다.
actuary_46_econ_34	내생적 성장이론(endogenous growth theory)에 대한 설명으로 옳은 것은?	교육은 인적자본의 축적을 통해 경제성장을 촉진한다. ||| 균제상태에서 경제성장률은 외생적 기술진보율과 일치한다. ||| 중앙은행의 통화긴축정책은 투자를 감소시켜 경제성장을 저해한다. ||| 고소득 국가에 비해 저소득 국가의 성장 속도가 빠르기 때문에 저소득국가의 소득 수준이 고소득국가에 수렴한다.
actuary_46_econ_35	아래는 화폐수량설이 성립하는 A국 경제의 2011년과 2021년 명목 GDP와 GDP 디플레이터 자료이다. 2011년부터 2021년까지 화폐유통속도는 3으로 일정하다. 2011년 대비 2021년의 통화량 변화로 옳은 것은?\n\n| 연도 | 명목GDP | GDP 디플레이터 |\n|---|---|---|\n| 2011 | 1,500조 원 | 80 |\n| 2021 | 1,800조 원 | 110 |	50조 원 증가 ||| 100조 원 증가 ||| 150조 원 증가 ||| 200조 원 증가
actuary_46_econ_36	솔로우 성장 모형에 관한 설명으로 <보기>에서 옳은 것을 모두 고른 것은?\n\n<보기>\nㄱ. 인구증가율이 감소하면, 균제상태에서 1인당 국민소득이 증가한다.\nㄴ. 저축률이 높아지면, 균제상태에서 1인당 국민소득이 증가한다.\nㄷ. 생산함수는 자본의 한계생산이 체감하는 특성을 갖는다.\nㄹ. 황금률은 경제성장률을 극대화하는 조건이다.	ㄱ, ㄴ ||| ㄴ, ㄷ ||| ㄱ, ㄴ, ㄷ ||| ㄱ, ㄴ, ㄹ
actuary_46_econ_37	명목환율(원/달러 환율)이 8% 상승하고, 한국과 미국의 물가상승률이 각각 4%, 6%이다. 실질환율의 변화와 이에 따른 한국의 수출 변화는?	실질환율 불변 / 한국의 수출 불변 ||| 실질환율 10% 감소 / 한국의 수출 불변 ||| 실질환율 10% 감소 / 한국의 수출 증가 ||| 실질환율 10% 증가 / 한국의 수출 증가
actuary_46_econ_38	소비이론에 대한 설명으로 <보기>에서 옳은 것을 모두 고른 것은?\n\n<보기>\nㄱ. 항상소득가설에 따르면, 평균소비성향은 항상소득과 실제소득 사이의 비율에 의존한다.\nㄴ. 리카르도 대등정리(Ricardian equivalence theorem)에 의하면, 정부지출이 일정할 때 현재의 조세인하는 현재소비를 증가시킨다.\nㄷ. 생애주기가설에 의하면, 현재 소득이 증가할 때 현재 소비와 평균소비성향이 증가한다.\nㄹ. 상대소득가설은 소비의 비가역성과 상호의존성을 가정한다.	ㄱ, ㄴ ||| ㄴ, ㄷ ||| ㄷ, ㄹ ||| ㄱ, ㄹ
actuary_46_econ_39	A국의 노동시장에서 고용률은 40%이고, 경제활동참가율은 50%이다. 이 경제의 실업률은?	5.5% ||| 10% ||| 20% ||| 25%
actuary_46_econ_40	투자이론에 대한 설명으로 옳지 않은 것은?	Tobin-q 이론에 의하면 실질이자율의 하락은 주식가격을 상승시켜 투자가 증가한다. ||| 신고전학파 이론에 의하면 자본량이 증가할 때 자본의 한계생산물은 감소한다. ||| 신고전학파 이론에 의하면 실질이자율이 하락할 때 자본의 사용자비용이 감소하여 기업의 투자가 증가한다. ||| 신고전학파 이론에 의하면 자본의 한계생산물이 자본 1단위당 비용보다 작을 때 기업은 자본량을 증가시킨다.
